# 資料庫版本: 2021-08-22
道字典字號	道漢字音粵語音典字號	頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	韻母組	粵拼讀音	字頭	(輔助檢索用異體)	釋義	釋義本作「同上」	校訂註
D4316	B30A15	43	z	ang	1	1	ang	zang1	增	増	加也		
D4317	B30A03	43	z	ang	1	1	ang	zang1	猙		～獰，猛惡也		
D4318	B30A10	43	z	ang	1	1	ang	zang1	僧		和尚		
D4319	B30A12	43	z	ang	1	1	ang	zang1	憎		惡也		
D4320	B30A08	43	z	ang	1	1	ang	zang1	睜		開眼		
D4321	B30A09	43	z	ang	1	1	ang	zang1	箏	筝	樂器。又風～		
D4322		43	z	ang	3	3	ang	zang3	甑		瓦～		
D4323	B30B01	43	z	ang	6	6	ang	zang6	贈		送也		
D4324	B30C03	43	z	ak	1	7	ang	zak1	則		規～。又承詞		
D4325	B30C01	43	z	ak	1	7	ang	zak1	仄		平～		
D4326	B30C07	43	z	ak	1	7	ang	zak1	鰂		～魚		
D4327	B30C02	43	z	ak	1	7	ang	zak1	昃		日斜曰～		
D4328	B30C04	43	z	ak	1	7	ang	zak1	側		不正也，旁也		
D4329	B30D01	43	c	ang	4	4	ang	cang4	曾	曽	～經。又既也		
D4330	B30D02	43	c	ang	4	4	ang	cang4	層		重疊也		
D4331	B30E01	43	n	ang	4	4	ang	nang4	能		才～，又勝任也		
D4332	B30F01	43	s	ang	1	1	ang	sang1	生		產也，出也		
D4333	B30F03	43	s	ang	1	1	ang	sang1	牲		畜～，犧～		
D4334	B30F05	43	s	ang	1	1	ang	sang1	笙		樂器		
D4335	B30F06	43	s	ang	1	1	ang	sang1	甥		姊妹之子曰～		
D4336	B30G01	43	s	ak	1	7	ang	sak1	塞		阻～，不通也		
D4337	B30H02	43	g	ang	1	1	ang	gang1	庚		天干名。又年～		
D4338	B30H01	43	g	ang	1	1	ang	gang1	更		改也，五～天		
D4339		43	g	ang	1	1	ang	gang1	羮	羹	～湯，匙～		
D4340	B30H06	43	g	ang	1	1	ang	gang1	耕		～田		
D4341	B30H11	43	g	ang	1	1	ang	gang1	粳		～米		
D4342	B30H19	43	g	ang	2	2	ang	gang2	耿		忠～，又不安貌		
D4343	B30H21	43	g	ang	2	2	ang	gang2	哽		骨～		
D4344	B30H23	43	g	ang	2	2	ang	gang2	梗		大略也，又直也		
D4401	B30H17	44	g	ang	2	2	ang	gang2	亘	亙	～版，不移動也		
D4402	B30H29	44	g	ang	3	3	ang	gang3	更		～加		
D4403	B30J02	44	ng	ang	1	1	ang	ngang1	鶯		黃～，鳥名		
D4404	B30L02	44	d	ang	1	1	ang	dang1	登		升也，進也		
D4405	B30L04	44	d	ang	1	1	ang	dang1	燈		～火，電～		
D4406	B30L08	44	d	ang	2	2	ang	dang2	等		相同，又等候		
D4407	B30L09	44	d	ang	2	2	ang	dang2	戥		秤之小者曰～		
D4408	B30L10	44	d	ang	3	3	ang	dang3	凳		板～		
D4409	B30L16	44	d	ang	3	3	ang	dang3	櫈		板～	Y	
D4410	B30M01	44	d	ang	6	6	ang	dang6	鄧		姓～		
D4411	B30N01	44	d	ak	1	7	ang	dak1	得		可以，～失		
D4412	B30N03	44	d	ak	1	7	ang	dak1	德	徳	道～，恩～		
D4413	B30N05	44	d	ak	6	9	ang	dak6	特		獨也，專也		
D4414		44	t	ang	4	4	ang	tang4	疼		～痛		
D4415	B31A07	44	t	ang	4	4	ang	tang4	騰		馳也，升也		
D4416	B31A06	44	t	ang	4	4	ang	tang4	藤		草名		
D4417	B31A08	44	t	ang	4	4	ang	tang4	籐		草名	Y	
D4418	B31A05	44	t	ang	4	4	ang	tang4	謄		抄寫		
D4419	B31B02	44	b	ang	1	1	ang	bang1	崩		缺也，壞也		
D4420	B31C01	44	b	ang	6	6	ang	bang6	凭		倚～		
D4421	B31D01	44	b	ak	1	7	ang	bak1	北		～方		
D4422	B31F05	44	p	ang	4	4	ang	pang4	憑		依也，～據，托也		
D4423	B31F01	44	p	ang	4	4	ang	pang4	朋		～友，～比		
D4424	B31G03	44	m	ang	4	4	ang	mang4	萌		草木切生		
D4425	B31G05	44	m	ang	4	4	ang	mang4	盟		～誓		
D4426	B31H01	44	m	ak	1	7	ang	mak1	嘜		～頭。商標		
D4427	B31H02	44	m	ak	1	7	ang	mak1	嚜		同嘜		
D4428	B31H12	44	m	ak	6	9	ang	mak6	麥		～米，～粉		
D4429	B31H18	44	m	ak	6	9	ang	mak6	墨		筆～		
D4430	B31H19	44	m	ak	6	9	ang	mak6	默		不言也		
D4431	B31H07	44	m	ak	6	9	ang	mak6	脈		血～，山～		
D4432	B31H06	44	m	ak	6	9	ang	mak6	脉		血～，山～	Y	
D4433	B31I01	44	w	ang	4	4	ang	wang4	弘		大也		
D4434	B31I03	44	w	ang	4	4	ang	wang4	宏		大也		
D4435	B31J01	44	gw	ang	1	1	ang	gwang1	肱		臂上二節也		
D4436	B31J09	44	gw	ang	1	1	ang	gwang1	轟		～烈		
D4437	B31K05	44		ang	1	1	ang	ang1	鶯		黃～，鳥類		
D4438	B31K04	44		ang	1	1	ang	ang1	罌		粟類		
D4439	B31L08	44		ak	1	7	ang	ak1	握		～手，持也		
D4440	B31L04	44		ak	1	7	ang	ak1	扼		～守，～要，把～		
D4441	B31L01	44		ak	1	7	ang	ak1	厄		困窮		
D4501	B31M01	45	h	ang	1	1	ang	hang1	亨		～通		
D4502	B31M11	45	h	ang	2	2	ang	hang2	肯		應允，中～		
D4503	B31N01	45	h	ang	4	4	ang	hang4	行		～路，進～		
D4504	B31N04	45	h	ang	4	4	ang	hang4	恒	恆	常也		
D4505	B31N08	45	h	ang	4	4	ang	hang4	衡		平～，權～		
D4506	B31N12	45	h	ang	6	6	ang	hang6	幸		好彩，慶～		
D4507	B31N11	45	h	ang	6	6	ang	hang6	杏		～花，～仁		
D4508	B31N10	45	h	ang	6	6	ang	hang6	行		德～		
D4509	B31N14	45	h	ang	6	6	ang	hang6	倖		徼～		
D4510	B31O07	45	h	ak	1	7	ang	hak1	黑	黒	～色		
D4511	B31O02	45	h	ak	1	7	ang	hak1	克		能也		
D4512	B31O09	45	h	ak	1	7	ang	hak1	赫		明也，盛也		
D4513	B31O03	45	h	ak	1	7	ang	hak1	刻		時～		
D4514	B31O05	45	h	ak	1	7	ang	hak1	尅	剋	～制		
D4515	B32A05	45	z	ong	1	1	ong	zong1	莊	荘	端正也。又姓		
D4516	B32A01	45	z	ong	1	1	ong	zong1	庄		同莊，又～口		
D4517	B32A08	45	z	ong	1	1	ong	zong1	裝	装	～束，～飾		
D4518	B32A09	45	z	ong	1	1	ong	zong1	樁		打～		
D4519	B32A06	45	z	ong	1	1	ong	zong1	粧		～飾，嫁～		
D4520	B32A03	45	z	ong	1	1	ong	zong1	妝	妆	～飾，嫁～	Y	
D4521	B32A11	45	z	ong	1	1	ong	zong1	贓		偷盜之物曰～		
D4522	B32A07	45	z	ong	1	1	ong	zong1	賍		偷盜之物曰～	Y	
D4523	B32A14	45	z	ong	3	3	ong	zong3	壯	壮	強～		
D4524	B32A16	45	z	ong	3	3	ong	zong3	塟	葬	埋～		
D4525	B32B06	45	z	ong	6	6	ong	zong6	藏		寶～，西～省		
D4526	B32B01	45	z	ong	6	6	ong	zong6	狀	状	形～		
D4527	B32B05	45	z	ong	6	6	ong	zong6	撞		衝～		
D4528	B32B07	45	z	ong	6	6	ong	zong6	臟		～腑，五～		
D4529	B32C01	45	z	ok	3	8	ong	zok3	作		做～		
D4530	B32C06	45	z	ok	6	9	ong	zok6	昨		昔日		
D4531	B32C11	45	z	ok	6	9	ong	zok6	濯		洗～		
D4532	B32C13	45	z	ok	6	9	ong	zok6	鑿		穿～，確～		
D4533	B32D01	45	c	ong	1	1	ong	cong1	倉		～庫，貨～		
D4534	B32D04	45	c	ong	1	1	ong	cong1	滄		～桑，～海		
D4535	B32D05	45	c	ong	1	1	ong	cong1	蒼		青色，又上天也		
D4536	B32D07	45	c	ong	1	1	ong	cong1	瘡		～疥		
D4537	B32D17	45	c	ong	2	2	ong	cong2	厰	廠	工～		
D4538	B32D15	45	c	ong	2	2	ong	cong2	敞		寬～，闊大也		
D4539	B32D21	45	c	ong	3	3	ong	cong3	創		～造，～作		
D4540	B32E01	45	c	ong	4	4	ong	cong4	床		～蓆		
D4541	B32E04	45	c	ong	4	4	ong	cong4	藏		～匿，收～		
D4542	B32F03	45	c	ok	3	8	ong	cok3	錯		～亂，～誤		
D4543	B32G02	45	n	ong	4	4	ong	nong4	囊		布～，袋也		
D4544	B32G05	45	n	ong	6	6	ong	nong6	浪		波～，孟～		
D4545	B32H01	45	n	ok	6	9	ong	nok6	諾		應聲也，允～		
D4546	B32I01	45	s	ong	1	1	ong	song1	桑		木名，葉可養蠶		
D4547	B32I02	45	s	ong	1	1	ong	song1	喪		凶事		
D4548	B32I04	45	s	ong	2	2	ong	song2	爽		～利，天微明也		
D4601	B32I05	46	s	ong	2	2	ong	song2	嗓		咽喉		
D4602	B32I10	46	s	ong	3	3	ong	song3	喪		死也，失也		
D4603	B32J01	46	s	ok	3	8	ong	sok3	索		繩～，落～		
D4604	B32J02	46	s	ok	3	8	ong	sok3	朔		北方初一曰～		
D4605	B32K01	46	g	ong	1	1	ong	gong1	江		大河		
D4606	B32K06	46	g	ong	1	1	ong	gong1	岡		山～		
D4607	B32K14	46	g	ong	1	1	ong	gong1	崗		山～		
D4608	B32K04	46	g	ong	1	1	ong	gong1	肛		～門		
D4609	B32K15	46	g	ong	1	1	ong	gong1	綱		大～，～常		
D4610	B32K07	46	g	ong	1	1	ong	gong1	缸		～瓦		
D4611	B32K10	46	g	ong	1	1	ong	gong1	剛		堅強		
D4612	B32K19	46	g	ong	2	2	ong	gong2	講		～話		
D4613	B32K17	46	g	ong	2	2	ong	gong2	港		水口也		
D4614	B32K22	46	g	ong	3	3	ong	gong3	降		落也		
D4615	B32K25	46	g	ong	3	3	ong	gong3	鋼		～鐵		
D4616	B32L02	46	g	ok	3	8	ong	gok3	角		牛～，～鬥		
D4617	B32L11	46	g	ok	3	8	ong	gok3	閣		樓～		
D4618	B32L01	46	g	ok	3	8	ong	gok3	各		～人，～物		
D4619	B32L15	46	g	ok	3	8	ong	gok3	覺		知～，～悟		
D4620	B32M05	46	k	ong	2	2	ong	kong2	慷		～慨		
D4621	B32M12	46	k	ong	3	3	ong	kong3	抗		～拒		
D4622	B32M08	46	k	ong	3	3	ong	kong3	伉		稱人夫婦，～儷		
D4623	B32M14	46	k	ong	3	3	ong	kong3	炕		火～，～床		
D4624	B32M18	46	k	ong	3	3	ong	kong3	擴		～大		
D4625	B32M21	46	k	ong	3	3	ong	kong3	曠		空～，～夫		
D4626	B32M22	46	k	ong	3	3	ong	kong3	礦		～產		
D4627	B32M23	46	k	ong	3	3	ong	kong3	鑛		～產	Y	
D4628	B32M06	46	k	ong	3	3	ong	kong3	亢		人頸也，高～		
D4629	B32N04	46	k	ok	3	8	ong	kok3	涸	凅	乾～		
D4630	B32N18	46	k	ok	3	8	ong	kok3	確		真～		
D4631	B32N20	46	k	ok	3	8	ong	kok3	壑		山谷		
D4632		46	ng	ong	4	4	ong	ngong4	昂	昻	貴也，高也		
D4633	B32O03	46	ng	ong	6	6	ong	ngong6	戇		～直，又愚也		
D4634	B32P02	46	ng	ok	3	8	ong	ngok3	惡		醜～，不善也		
D4635	B32P04	46	ng	ok	3	8	ong	ngok3	噩		驚～		
D4636	B32P07	46	ng	ok	6	9	ong	ngok6	岳		同嶽。又姓		
D4637	B32P13	46	ng	ok	6	9	ong	ngok6	樂		音～，禮～		
D4638	B32P09	46	ng	ok	6	9	ong	ngok6	鄂		湖北		
D4639	B32P10	46	ng	ok	6	9	ong	ngok6	愕		錯～，驚～		
D4640	B32P21	46	ng	ok	6	9	ong	ngok6	顎		上～，下～		
D4641	B32P19	46	ng	ok	6	9	ong	ngok6	嶽		五～，山～		
D4642	B32P27	46	ng	ok	6	9	ong	ngok6	鱷		～魚		
D4643	B32Q02	46	d	ong	1	1	ong	dong1	當		合也，值～。也抵～		
D4644	B32Q13	46	d	ong	2	2	ong	dong2	黨		鄉～，會～		
D4645	B32Q12	46	d	ong	2	2	ong	dong2	擋		抵～，遮～		
D4646	B32Q18	46	d	ong	3	3	ong	dong3	當		妥～，典～		
D4647	B32Q20	46	d	ong	3	3	ong	dong3	檔		～口		
D4648	B32R06	46	d	ong	6	6	ong	dong6	蕩		放～，動～		
D4649	B32R08	46	d	ong	6	6	ong	dong6	盪		洗～，推～		
D4650	B32S01	46	d	ok	6	9	ong	dok6	度		量～		
D4651	B32S03	46	d	ok	6	9	ong	dok6	踱		慢行		
D4652	B32S04	46	d	ok	6	9	ong	dok6	鐸		木～，警鐘也		
D4701	B32T01	47	t	ong	1	1	ong	tong1	湯		飲～。又朝名		
D4702	B32T03	47	t	ong	1	1	ong	tong1	劏		～雞，～牛		
D4703	B32T05	47	t	ong	2	2	ong	tong2	倘		～若，如果		
D4704	B32T13	47	t	ong	3	3	ong	tong3	熨		～斗，～衫		
D4705	B32T15	47	t	ong	3	3	ong	tong3	燙		受火燒傷也		
D4706	B32T14	47	t	ong	3	3	ong	tong3	躺		臥下		
D4707	B32U02	47	t	ong	4	4	ong	tong4	堂		廳～		
D4708	B32U03	47	t	ong	4	4	ong	tong4	棠		海～，花名		
D4709	B32U01	47	t	ong	4	4	ong	tong4	唐		謊～，又姓		
D4710	B32U06	47	t	ong	4	4	ong	tong4	塘		池～，魚～		
D4711	B32U11	47	t	ong	4	4	ong	tong4	糖		冰～，甜物		
D4712	B32U07	47	t	ong	4	4	ong	tong4	膛		胸～		
D4713	B32U13	47	t	ong	4	4	ong	tong4	螳		～螂		
D4714	B32V05	47	t	ok	3	8	ong	tok3	託		交～，信～		
D4715	B32V01	47	t	ok	3	8	ong	tok3	托		仝託		
D4716	B33A01	47	b	ong	1	1	ong	bong1	邦		～國		
D4717	B33A02	47	b	ong	1	1	ong	bong1	帮		～助		
D4718	B33A13	47	b	ong	2	2	ong	bong2	榜		佈告之文字		
D4719	B33A11	47	b	ong	2	2	ong	bong2	綁		綑～		
D4720	B33B02	47	b	ong	6	6	ong	bong6	磅		鐵～		
D4721	B33B01	47	b	ong	6	6	ong	bong6	傍		依～		
D4722	B33C02	47	b	ok	3	8	ong	bok3	博		廣～，賭～		
D4723	B33C07	47	b	ok	3	8	ong	bok3	縛		綑～		
D4724	B33C05	47	b	ok	3	8	ong	bok3	駁		滙～，辯～		
D4725	B33C04	47	b	ok	3	8	ong	bok3	膊		肩～		
D4726	B33C03	47	b	ok	3	8	ong	bok3	搏		～鬥		
D4727	B33C15	47	b	ok	6	9	ong	bok6	泊		淡～，停～		
D4728	B33C27	47	b	ok	6	9	ong	bok6	薄		不厚也，如微～		
D4729	B33C21	47	b	ok	6	9	ong	bok6	雹		落～		
D4730	B33D01	47	p	ong	3	3	ong	pong3	謗		訕～，毁～		
D4731	B33E06	47	p	ong	4	4	ong	pong4	旁		～邊，側也		
D4732	B33E09	47	p	ong	4	4	ong	pong4	傍		近～		
D4733	B33E20	47	p	ong	4	4	ong	pong4	龐	龎	大也，雜也，又姓		
D4734	B33E12	47	p	ong	4	4	ong	pong4	滂		～沱，大雨也		
D4735	B33E11	47	p	ong	4	4	ong	pong4	徬		～徨，遲疑也		
D4736	B33E22	47	p	ong	5	5	ong	pong5	蚌		水中動物之名		
D4737	B33F10	47	p	ok	3	8	ong	pok3	撲		打也		
D4738	B33F03	47	p	ok	3	8	ong	pok3	扑		打也	Y	
D4739	B33F11	47	p	ok	3	8	ong	pok3	樸		樹名，又～實		
D4740	B33F04	47	p	ok	3	8	ong	pok3	朴		樹名，又～實	Y	
D4741	B33G01	47	m	ong	1	1	ong	mong1	杧		～菓		
D4742	B33H01	47	m	ong	4	4	ong	mong4	亡		死也，失也，無也		
D4743	B33H05	47	m	ong	4	4	ong	mong4	芒		～刺		
D4744	B33H04	47	m	ong	4	4	ong	mong4	忙		怱～，～速		
D4745	B33H06	47	m	ong	4	4	ong	mong4	忘		唔記得		
D4746		47	m	ong	4	4	ong	mong4	氓		流～		
D4747	B33H10	47	m	ong	4	4	ong	mong4	茫		渺～，大水之樣		
D4748	B33H17	47	m	ong	5	5	ong	mong5	妄		亂也，無也		
D4749	B33H24	47	m	ong	5	5	ong	mong5	網		魚～		
D4750	B33H18	47	m	ong	5	5	ong	mong5	罔		昧也，無也		
D4751	B33H20	47	m	ong	5	5	ong	mong5	莽		草～，又苟且也		
D4752	B33H31	47	m	ong	6	6	ong	mong6	望		希～，仰～		
D4753	B33I02	47	m	ok	3	8	ong	mok3	剝	剥	脫皮，～開，～皮		
D4754	B33I07	47	m	ok	6	9	ong	mok6	莫		姓～，又無也		
D4755	B33I09	47	m	ok	6	9	ong	mok6	漠		沙～，廣～		
D4801	B33I08	48	m	ok	6	9	ong	mok6	寞		寂～，無伴也		
D4802	B33I14	48	m	ok	6	9	ong	mok6	膜		隔～，眼～		
D4803	B33I10	48	m	ok	6	9	ong	mok6	幕		帳～，開～		
D4804	B33J01	48	f	ong	1	1	ong	fong1	方		四～，～法，～向		
D4805	B33J04	48	f	ong	1	1	ong	fong1	坊		街～		
D4806	B33J07	48	f	ong	1	1	ong	fong1	枋		門～		
D4807	B33J06	48	f	ong	1	1	ong	fong1	芳		～香，香草也		
D4808	B33J11	48	f	ong	1	1	ong	fong1	荒		～廢，～疏		
D4809	B33J05	48	f	ong	1	1	ong	fong1	肓		膏～		
D4810	B33J09	48	f	ong	1	1	ong	fong1	肪		脂～		
D4811	B33J15	48	f	ong	1	1	ong	fong1	謊		～謬，又說～		
D4812	B33J13	48	f	ong	1	1	ong	fong1	慌		驚～		
D4813	B33J26	48	f	ong	2	2	ong	fong2	紡		～織		
D4814	B33J27	48	f	ong	2	2	ong	fong2	倣		依也。～效		
D4815	B33J16	48	f	ong	2	2	ong	fong2	仿		依也。～效	Y	
D4816	B33J30	48	f	ong	2	2	ong	fong2	訪		～問，尋～		
D4817	B33J17	48	f	ong	2	2	ong	fong2	彷		～彿，相似也		
D4818		48	f	ong	2	2	ong	fong2	㤃		～彿，相似也	Y	
D4819	B33J25	48	f	ong	2	2	ong	fong2	舫		船		
D4820	B33J29	48	f	ong	2	2	ong	fong2	晃		光明		
D4821	B33J37	48	f	ong	3	3	ong	fong3	放		～開，～肆		
D4822	B33J36	48	f	ong	3	3	ong	fong3	况	況	景～，何～，～且		
D4823	B33K03	48	f	ong	4	4	ong	fong4	房		～屋		
D4824	B33K01	48	f	ong	4	4	ong	fong4	防		提～，又禁也		
D4825	B33K02	48	f	ong	4	4	ong	fong4	妨		害也。預～		
D4826	B33L02	48	f	ok	3	8	ong	fok3	霍		姓也，散也。又～亂病		
D4827	B33M02	48	w	ong	1	1	ong	wong1	汪		大水之貌。又姓		
D4828	B33M06	48	w	ong	2	2	ong	wong2	枉		冤～，又曲也		
D4829	B33M09	48	w	ong	2	2	ong	wong2	誑		大言，～言		
D4830	B33N15	48	w	ong	4	4	ong	wong4	蝗		～蟲		
D4831	B33N01	48	w	ong	4	4	ong	wong4	王		大～。又姓		
D4832	B33N06	48	w	ong	4	4	ong	wong4	黄	黃	～色。又姓		
D4833	B33N17	48	w	ong	4	4	ong	wong4	璜		玉也。又裝～		
D4834	B33N02	48	w	ong	4	4	ong	wong4	皇		～帝		
D4835	B33N03	48	w	ong	4	4	ong	wong4	凰		鳳～		
D4836	B33N11	48	w	ong	4	4	ong	wong4	煌		輝～		
D4837	B33N09	48	w	ong	4	4	ong	wong4	惶		驚～		
D4838	B33N22	48	w	ong	4	4	ong	wong4	簧		笙～，樂器也		
D4839	B33N08	48	w	ong	4	4	ong	wong4	徨		徬～，驚疑也		
D4840	B33N18	48	w	ong	4	4	ong	wong4	磺		硫～		
D4841	B33N12	48	w	ong	4	4	ong	wong4	遑		急廹也		
D4842	B33N26	48	w	ong	5	5	ong	wong5	徃		去也，行也，昔也		
D4843	B33N28	48	w	ong	6	6	ong	wong6	旺		興盛		
D4844	B33O09	48	w	ok	6	9	ong	wok6	穫		割禾曰～		
D4845	B33O07	48	w	ok	6	9	ong	wok6	獲		得也		
D4846	B33O12	48	w	ok	6	9	ong	wok6	鑊		飯～		
D4847	B33P01	48	gw	ong	1	1	ong	gwong1	光		～明		
D4848	B33P04	48	gw	ong	1	1	ong	gwong1	胱		膀～，濾尿之處		
D4849	B33P09	48	gw	ong	2	2	ong	gwong2	廣		～大，～濶		
D4850	B33Q04	48	gw	ok	3	8	ong	gwok3	國		～家，～民		
D4851	B33Q05	48	gw	ok	3	8	ong	gwok3	郭		城外曰～。又姓		
D4852	B33Q10	48	gw	ok	3	8	ong	gwok3	廓		城外曰～。又姓	Y	
D4853	B33R01	48	kw	ong	3	3	ong	kwong3	擴		～大		
D4854	B33R03	48	kw	ong	3	3	ong	kwong3	鄺		姓～		
D4855	B33R04	48	kw	ong	3	3	ong	kwong3	曠		空～，廣也，遠也		
D4856	B33R05	48	kw	ong	3	3	ong	kwong3	礦		～產		
D4901	B33S02	49	kw	ong	4	4	ong	kwong4	狂		癲～，發～，猖～		
D4902	B33V02	49		ok	3	8	ong	ok3	惡		凶～，善～		
D4903	B33W08	49	h	ong	1	1	ong	hong1	康		健～，安～，和樂		
D4904	B33W01	49	h	ong	1	1	ong	hong1	匡		～正，～扶		
D4905	B33W09	49	h	ong	1	1	ong	hong1	筐		～籃，竹～		
D4906	B33W10	49	h	ong	1	1	ong	hong1	腔		～調		
D4907	B33W14	49	h	ong	1	1	ong	hong1	糠		米～，米皮也		
D4908	B33W17	49	h	ong	2	2	ong	hong2	慷		～慨		
D4909	B33X01	49	h	ong	4	4	ong	hong4	行		一～～，到～口		
D4910	B33X06	49	h	ong	4	4	ong	hong4	航		慈～，～船，～海		
D4911	B33X03	49	h	ong	4	4	ong	hong4	杭		～州，地名		
D4912	B33X05	49	h	ong	4	4	ong	hong4	降		投～，～服		
D4913	B33X09	49	h	ong	6	6	ong	hong6	巷		街～		
D4914	B33X10	49	h	ong	6	6	ong	hong6	項		頸～，又姓		
D4915	B33Y01	49	h	ok	3	8	ong	hok3	壳		外皮硬者曰～，水～		
D4916	B33Y06	49	h	ok	6	9	ong	hok6	學		～校，習～學		
D4917	B33Y09	49	h	ok	6	9	ong	hok6	鶴		白～		
D4918	B34A01	49	g	on	1	1	on	gon1	干		～涉，～求，～戈		
D4919	B34A05	49	g	on	1	1	on	gon1	肝		心～		
D4920	B34A06	49	g	on	1	1	on	gon1	竿		竹～，旗～		
D4921	B34A04	49	g	on	1	1	on	gon1	杆		欄～		
D4922	B34A10	49	g	on	1	1	on	gon1	桿		禾～，麥～		
D4923	B34A09	49	g	on	1	1	on	gon1	乾		～濕，餅～		
D4924	B34A11	49	g	on	1	1	on	gon1	亁		～濕，餅～	Y	
D4925	B34A15	49	g	on	2	2	on	gon2	趕		～逐，追～		
D4926	B34A14	49	g	on	2	2	on	gon2	稈		禾～草		
D4927	B34A19	49	g	on	3	3	on	gon3	幹		～事，支理也		
D4928	B34B01	49	g	ot	3	8	on	got3	割		～斷，～開		
D4929	B34B02	49	g	ot	3	8	on	got3	葛		草名，又籐～		
D4930	B34B04	49	g	ot	3	8	on	got3	轕		轇～，又車馬混集		
D4931	B34C02	49	ng	on	1	1	on	ngon1	安		～樂，～寧，～靜		
D4932	B34C03	49	ng	on	1	1	on	ngon1	鞍		馬～		
D4933	B34C04	49	ng	on	3	3	on	ngon3	按		～押，據也，控也		
D4934	B34C06	49	ng	on	3	3	on	ngon3	案		几～，文～，～卷		
D4935	B34D01	49	ng	on	6	6	on	ngon6	岸		堤～，偉～，海～		
D4936	B35A02	49		on	1	1	on	on1	安		～樂，～寧，～靜		
D4937	B35A04	49		on	1	1	on	on1	鞍		馬～		
D4938	B35A05	49		on	3	3	on	on3	按		～押，據也，控也		
D4939	B35A06	49		on	3	3	on	on3	案		几～，文～，～卷		
D4940	B35B01	49	h	on	1	1	on	hon1	刊	刋	出版物		
D4941		49	h	on	1	1	on	hon1	看		～守，～護		
D4942	B35B03	49	h	on	2	2	on	hon2	罕		少也		
D5001	B35B02	50	h	on	2	2	on	hon2	刊	刋	刻印，～印		
D5002	B35B08	50	h	on	3	3	on	hon3	看		～見，睇也		
D5003	B35B11	50	h	on	3	3	on	hon3	漢		～族，～朝		
D5004	B35C05	50	h	on	4	4	on	hon4	寒		～冷，～微		
D5005	B35C09	50	h	on	4	4	on	hon4	韓		國名，又姓		
D5006	B35C12	50	h	on	5	5	on	hon5	旱		天不雨曰天～		
D5007	B35C13	50	h	on	5	5	on	hon5	悍		凶～，強～，～毒		
D5008	B35C20	50	h	on	6	6	on	hon6	汗		出～		
D5009	B35C27	50	h	on	6	6	on	hon6	翰		弱毛，又音信也		
D5010	B35D01	50	h	ot	3	8	on	hot3	曷		何也		
D5011	B35D03	50	h	ot	3	8	on	hot3	渴	渇	口～，飢～		
D5012	B35D04	50	h	ot	3	8	on	hot3	喝		呼～，飲也		
D5013	B35D06	50	h	ot	3	8	on	hot3	褐		短衫		
D5014	B36A07	50	z	eon	1	1	eon	zeon1	津		口水，～貼		
D5015	B36A19	50	z	eon	1	1	eon	zeon1	樽		酒～		
D5016	B36A15	50	z	eon	1	1	eon	zeon1	撙		～節，節省		
D5017	B36A21	50	z	eon	1	1	eon	zeon1	臻		到也		
D5018	B36A20	50	z	eon	1	1	eon	zeon1	遵		～循，～守		
D5019	B36A27	50	z	eon	2	2	eon	zeon2	准		允也，實也，信也		
D5020	B36A30	50	z	eon	2	2	eon	zeon2	準	凖	～確，平也		
D5021	B36A32	50	z	eon	2	2	eon	zeon2	儘		皆也，可也		
D5022	B36A33	50	z	eon	2	2	eon	zeon2	燼		灰～		
D5023	B36A35	50	z	eon	2	2	eon	zeon2	贐		送行之禮曰～		
D5024	B36A44	50	z	eon	3	3	eon	zeon3	進		～行，～退，前～		
D5025	B36A37	50	z	eon	3	3	eon	zeon3	俊		英～，～傑		
D5026	B36A39	50	z	eon	3	3	eon	zeon3	晋	晉	進也。又國名		
D5027	B36A45	50	z	eon	3	3	eon	zeon3	竣		完工		
D5028	B36B02	50	z	eon	6	6	eon	zeon6	盡		空也，終也，竭也		
D5029	B36C02	50	z	eot	1	7	eon	zeot1	卒		終也。兵～		
D5030	B36C08	50	z	eot	1	7	eon	zeot1	蟀		蟋～		
D5031	B36D03	50	c	eon	1	1	eon	ceon1	春		～季，～天，青～		
D5032	B36D06	50	c	eon	1	1	eon	ceon1	鶉		鵪～，鳥名		
D5033	B36D11	50	c	eon	2	2	eon	ceon2	蠢		愚～，呆～		
D5034	B36E01	50	c	eon	4	4	eon	ceon4	旬		十日為一～		
D5035	B36E02	50	c	eon	4	4	eon	ceon4	廵		～查，～視		
D5036	B36E05	50	c	eon	4	4	eon	ceon4	秦		古國名。又姓～		
D5037	B36E06	50	c	eon	4	4	eon	ceon4	循		依～，～環		
D5038	B36E08	50	c	eon	4	4	eon	ceon4	馴		善也，漸也		
D5039	B36F02	50	c	eot	1	7	eon	ceot1	出		～入，生～，外～		
D5040	B36F03	50	c	eot	1	7	eon	ceot1	齣		一～戲		
D5041	B36G03	50	n	eot	6	9	eon	neot6	訥		說話不流利		
D5042	B36H05	50	s	eon	1	1	eon	seon1	徇		～情，順也		
D5043	B36H12	50	s	eon	1	1	eon	seon1	荀		草盛之貌		
D5044	B36H14	50	s	eon	1	1	eon	seon1	詢		問也		
D5045	B36H11	50	s	eon	1	1	eon	seon1	殉		從葬曰～		
D5101	B36H16	51	s	eon	2	2	eon	seon2	笋		竹～，初生之竹		
D5102	B36H18	51	s	eon	2	2	eon	seon2	筍		竹～，初生之竹	Y	
D5103	B36H25	51	s	eon	3	3	eon	seon3	信		～札，～實		
